question,document
What’s the point of checking token counts from each AI step in a Kestra workflow?,a4adc70f41
Can token tracking help with prompt tuning and reducing output size?,a4adc70f41
How can Kestra use token numbers to set limits or alerts for long-running loops?,a4adc70f41
Why am I getting the Docker error that says the path /tmp/... is not shared from the host when I start Kestra?,dd8b4c9fda
How can I let Docker Desktop access /tmp or /tmp/kestra-wd so the container can mount it?,dd8b4c9fda
Where do I change Docker Desktop settings to fix the mounts denied error for a host folder?,dd8b4c9fda
Do I need to add /tmp to Docker Desktop file sharing to make docker compose up -d work again?,dd8b4c9fda
What should I do in Docker Desktop after adding the shared path so Kestra starts without the mount error?,dd8b4c9fda
"In the Kestra Gemini flow, if I get a 404 NOT_FOUND because the model isn’t available, should I just swap the model id to one that exists right now?",d51bbe2da0
Where do I change the Gemini model name in the course YAML or docker-compose setup when the current one returns an unavailable error?,d51bbe2da0
"Could a Gemini 404 in Kestra just mean the model availability changed for my account, and not that the model is permanently gone?",d51bbe2da0
"After updating the Gemini model id in the Kestra flow, do I need to rerun the flow or restart the Docker Compose services?",d51bbe2da0
Is there an official Gemini model list I can check to find a model id that actually works with my API account?,d51bbe2da0
"For the Module 3 Kestra homework, what am I supposed to upload if I only worked in the Kestra UI and didn’t really write code?",f29f622684
"Do I need to put the Kestra flow YAML files in a GitHub repo for submission, or is a README with my answers enough?",f29f622684
What exactly counts as the ‘code’ for the module 3 homework when everything was created inside Kestra?,f29f622684
"Should I also include any scripts that my Kestra flows call, or just the flow files themselves?",f29f622684
"Where should I place the homework files in the repo, and do the actual answers need to go in the repo too?",f29f622684
Why am I getting JSONDecodeError: Expecting value when I try to load the LLM output as JSON?,a3c7e1b4f9
How can I make the model return only valid JSON instead of wrapping it in a code block or adding extra text?,a3c7e1b4f9
What should I change in my OpenAI call so the response is forced to be JSON and json.loads works?,a3c7e1b4f9
"Do I need to mention the exact JSON shape in the prompt, like a questions list with 5 strings?",a3c7e1b4f9
Is there a provider-specific way to get JSON output on other APIs like Gemini or Groq?,a3c7e1b4f9
Why does my Jupyter kernel keep crashing when I try to embed the ground-truth set in the evaluation notebook?,b8f2d6a30c
What can I do if loading the embedding model plus the notebook state runs out of memory on Codespaces or my laptop?,b8f2d6a30c
"Is there a smaller embedding model I can switch to so the eval notebook stops crashing, and do I need to rerun the metrics after changing it?",b8f2d6a30c
Can I move the embedding part out of the notebook into a separate Python script and just load the saved vectors later?,b8f2d6a30c
How can I handle the ground-truth embeddings in batches and free memory between them to avoid memory errors?,b8f2d6a30c
Why do I still get rate-limit errors with Gemini even after adding `time.sleep(4)` in my loop?,c1e9f4b820
What should I do if I keep hitting free-tier Gemini limits while building the ground-truth data?,c1e9f4b820
Is `gpt-4o-mini` a good cheap option for generating the full evaluation set instead of Gemini?,c1e9f4b820
"Can I use Groq's free tier for this, and does it help with request limits?",c1e9f4b820
How can I avoid losing my progress when the API quota gets exhausted halfway through the run?,c1e9f4b820
Why does Module 4 jump from lesson 6 to lesson 11 in the file names?,57c8d3a1e4
"Are lessons 7 to 10 missing in Module 4, or is the numbering intentional?",57c8d3a1e4
"How is Module 4 organized into two parts, and what do the lesson numbers mean?",57c8d3a1e4
Why does the list go from 06-search-tuning.md straight to 11-evaluation-intro.md?,57c8d3a1e4
Can you explain the lesson numbering in Module 4 for RAG evaluation and agent evaluation?,57c8d3a1e4
How can MRR go up but Hit Rate still not change?,8a5ece0688
"If my Hit Rate stays the same, why would MRR improve after reranking?",8a5ece0688
"What does it mean when a relevant doc moves from rank 5 to rank 1, but Hit Rate doesn’t move?",8a5ece0688
"Is it normal for MRR and Hit Rate to be equal, or does that mean my eval code is wrong?",8a5ece0688
What should I check if my evaluation shows the same Hit Rate and MRR across queries?,8a5ece0688
How do I fix the WinError 126 / fbgemm.dll missing error on Windows when installing torch?,15e931476c
What should I install on Windows if Python says it can't load fbgemm.dll or one of its dependencies?,15e931476c
"Is Visual Studio Code enough to solve the PyTorch fbgemm.dll error, or do I need something else?",15e931476c
Why am I getting OSError: [WinError 126] for torch\lib\fbgemm.dll on Windows and how can I fix it?,15e931476c
What's the easiest way to resolve the 'specified module could not be found' error for fbgemm.dll in Python on Windows?,15e931476c
"Why do I get ""could not translate host name postgres"" when I run python prep.py, and what should I change in my .env file to fix it?",4b65d5542d
I'm seeing a psycopg2 OperationalError about the postgres host not being found. What should POSTGRES_HOST be set to?,4b65d5542d
"When prep.py fails with No such host is known for ""postgres"", how can I update the environment config to make it work?",4b65d5542d
What’s the fix for the postgres hostname error in psycopg2 during prep.py execution?,4b65d5542d
My app can’t resolve the postgres host during prep.py. Which .env value needs to be changed to localhost?,4b65d5542d
How do I make Pandas show the full text in a column instead of cutting it off?,641aedbbf5
"In the offline-rag-evaluation notebook, how can I see the whole Explanation field from the LLM judge output?",641aedbbf5
What setting do I need in Pandas to stop column text from being truncated at 50 chars?,641aedbbf5
Is there a way to display unlimited column width in Pandas when viewing long explanations?,641aedbbf5
What command should I run so the judge LLM’s full explanation appears in the dataframe output?,641aedbbf5
How can I normalize vectors stored in a Pandas DataFrame column?,5039707c1a
What's the easiest way to normalize each vector in a Pandas Series?,5039707c1a
Can I use NumPy to normalize vector values inside a DataFrame column?,5039707c1a
How do I create a new column with normalized vectors from an existing one?,5039707c1a
What should I apply to each row/element to divide a vector by its norm in Pandas?,5039707c1a
How do I get the 75th percentile for a Pandas DataFrame column?,b4c8ac5a0c
What's the Pandas way to compute a 0.75 quantile from a Series?,b4c8ac5a0c
How can I find a percentile value for one column in a DataFrame?,b4c8ac5a0c
What method do I use in Pandas to calculate quantiles on a column?,b4c8ac5a0c
How do I compute percentile/quantile for a Pandas Series?,b4c8ac5a0c
"How do I wipe out every Docker container from the terminal, even the ones that are still running?",66ccbb7da0
What’s the quickest way to force-remove all Docker images on my machine?,66ccbb7da0
How can I delete all Docker volumes using a command-line command?,66ccbb7da0
Is there a terminal command to clean up all Docker containers and images at once?,66ccbb7da0
"What commands should I run if I want to remove all Docker resources, including containers, images, and volumes?",66ccbb7da0
"How can I make Streamlit feedback buttons only work once per submission, so the user can give either +1 or -1 just one time?",2e729f1271
Why does `st.session.submitted` keep getting reset to True even after I click one of the feedback buttons?,2e729f1271
"When I press the ask button in Streamlit, how do I disable the feedback buttons unless `st.session.submitted` is False?",2e729f1271
Is there a fix for Streamlit session attributes being reassigned somewhere and causing my submitted flag to behave weirdly?,2e729f1271
Where can I find a solution for the Streamlit session state issue where one feedback click should lock the buttons for that submission?,2e729f1271
How can I change RAGWithMetrics to work with Gemini if it uses chat completions instead of Responses API?,01517c80df
Do I need to keep LLMCallRecord and RAGBase when switching the course code to another provider?,01517c80df
Which methods in RAGWithMetrics should be updated for an OpenAI-compatible chat completions endpoint?,01517c80df
Where do the answer text and token counts come from in a chat completions response?,01517c80df
What should I do about cost calculation if the course function only supports OpenAI pricing?,01517c80df
"Why do I get `exec: ""streamlit"": executable file not found in $PATH` when I start my app with docker-compose, even though it works normally?",e8df9f0d12
What should I check in my Docker setup if docker-compose fails to run a Streamlit app with that OCI runtime error?,e8df9f0d12
"Do I need a Dockerfile for Streamlit when using docker-compose, and what else has to be added so the container can find `streamlit`?",e8df9f0d12
How can I fix the docker-compose error where it says `streamlit` is not found in `$PATH` when creating the container?,e8df9f0d12
"After updating my docker-compose setup for a Streamlit app, what command should I use to rebuild the image and launch it again?",e8df9f0d12
"Is the capstone something we do alone, or can it be a team project?",0fab61eca2
Can I work with other students on the same idea and still submit it?,0fab61eca2
"If we build one shared system, is that allowed for the capstone?",0fab61eca2
What if my project is part of a bigger collaboration — does it still count?,0fab61eca2
Do we each need our own repo and separate piece for the capstone?,0fab61eca2
"Do I need to turn in two capstone projects, or is one enough?",d5fc98925d
What exactly do attempt 1 and attempt 2 mean for the project submission?,d5fc98925d
"If my first submission gets rejected, can I fix it and submit again later?",d5fc98925d
"Can I submit a second project just for practice, and does it have to be on a different topic?",d5fc98925d
"If I miss the first submission deadline, can I still join in for the second one?",d5fc98925d
"Can I use the math-kaggle-llm-competition as my capstone project, or is it separate?",e892d44e42
"If I join the competition with a team, does that count toward the capstone requirement?",e892d44e42
"Is the capstone for llm-zoomcamp meant to be done individually, even if I compete in the Kaggle event with others?",e892d44e42
"Will participating in the math Kaggle LLM competition replace the capstone, or do I still need an individual project?",e892d44e42
Can I form a group for the competition and still submit a different solo capstone?,e892d44e42
How will the capstone project be graded in this course?,9a2e2d2008
Who reviews a submitted capstone project?,9a2e2d2008
Do I also need to review other students' capstone projects?,9a2e2d2008
What happens if I don't do the required peer reviews?,9a2e2d2008
How is the final score for the capstone project calculated?,9a2e2d2008
"After the submission deadline, how are the projects assigned for review?",eae0fb50aa
"Will I get only one project to grade, or are there several assigned to me?",eae0fb50aa
What happens once the project submission deadline is over?,eae0fb50aa
How many projects will each participant be responsible for checking?,eae0fb50aa
Is there a spreadsheet or some list that tells us which projects we need to review?,eae0fb50aa
"I already turned in my capstone project, so why don’t I see anything to review yet?",a8a7fef016
"After the submission deadline, when am I supposed to start evaluating projects?",a8a7fef016
"Can I pick which student projects I want to grade, or are they assigned automatically?",a8a7fef016
Why is the review page empty even though I’ve submitted my own project?,a8a7fef016
Do I have to wait for the project list to be released before I can review anything?,a8a7fef016
Where can I look for project ideas and datasets for the capstone?,e76a70cde3
Is there a page with some good dataset options for the LLM Zoomcamp project?,e76a70cde3
Can you point me to a GitHub link with ideas and tips for the capstone project?,e76a70cde3
I need inspiration for my project — where do I find suggested datasets and guidelines?,e76a70cde3
What’s the best place to check for capstone project ideas and possible datasets?,e76a70cde3
"Do I need Airflow, Mage, or Kestra for the capstone ingestion part, or is a normal Python script enough?",d4f7c08ea1
"If I build the ingestion pipeline in a Jupyter notebook, will that count the same as a script?",d4f7c08ea1
Will I lose points on the capstone if I don't use an orchestration tool?,d4f7c08ea1
When does it actually make sense to use an orchestrator in the project instead of just Python code?,d4f7c08ea1
Is it okay to skip an orchestration tool if my data only needs occasional ingestion?,d4f7c08ea1
How can I evaluate a recommender-type RAG project when there isn't any obvious ground truth answer?,9b0e2d6a47
What’s a good way to create test queries for a retrieval system if I only have item descriptions?,9b0e2d6a47
Is there a way to score a RAG recommender beyond simple hit rate or top-1 accuracy?,9b0e2d6a47
When should I use an LLM to judge RAG answers instead of using labeled data?,9b0e2d6a47
"For ranking-style retrieval tasks, why would NDCG be better than just checking whether the right item was returned?",9b0e2d6a47
What's the best way to chunk a huge PDF corpus for my project?,6f2a8b3d10
Should I start with a fancy chunking method or just use a simple baseline first?,6f2a8b3d10
How do I split long docs into sections without losing important context?,6f2a8b3d10
"Is it worth adding summaries to each chunk for retrieval, or is that overkill?",6f2a8b3d10
"For legal or financial docs, should I use hybrid search instead of only dense embeddings?",6f2a8b3d10
What does reproducibility actually mean for the capstone project?,e5d8a2c761
Do I need to put my API keys or hosted-service credentials in the repo for reviewers?,e5d8a2c761
How should I let someone rebuild the search index from my project?,e5d8a2c761
"What should go into a .env.example file, and should my real .env be committed?",e5d8a2c761
How can I make sure reviewers can run my project without spending a lot of credits?,e5d8a2c761
Can I do the homework in JavaScript or do I have to stick with Python?,ea815eb858
"Is it okay to build the final project with Go, Rust, or Java instead of Python?",ea815eb858
"If I choose a non-Python stack, what kind of README do I need to provide for the reviewer?",ea815eb858
Would using another language make the homework or capstone harder to review or reproduce?,ea815eb858
"For a project in Go, what exact setup and run steps should I include in the submission?",ea815eb858
Where do I check out past LLM Zoomcamp capstone projects?,930286278d
Is there a page with old LLM Zoomcamp project submissions I can browse?,930286278d
Can I see examples of projects people submitted in earlier LLM Zoomcamp cohorts?,930286278d
Where are the 2024 and 2025 LLM Zoomcamp project repositories listed?,930286278d
Do you have links to previous capstone project submissions for LLM Zoomcamp?,930286278d
Do I have to announce or reserve my capstone project idea before I start?,897a350476
Is it okay if my project topic is similar to another student's as long as I build it myself?,897a350476
Where can I ask for feedback on my capstone idea if I’m not sure it’s good enough?,897a350476
Can I just start working on a project without posting the idea anywhere first?,897a350476
Should I check previous LLM Zoomcamp projects to get a sense of the right scope?,897a350476
Can I build my capstone as a Telegram or WhatsApp bot instead of a web app?,7318a90b14
"Is there any required interface for the project, or can I choose whatever I want?",7318a90b14
"Would a CLI, Slack app, or notebook be acceptable for the final project?",7318a90b14
Does the course give instructions on how to make the app available to users?,7318a90b14
"As long as it meets the evaluation criteria, can I use any front end or interface for the project?",7318a90b14
"For a RAG project, what do people usually use to pull text out of PDFs or scanned docs?",d8b28c47a0
"Is there a recommended library for PDF text extraction in the capstone, or can we choose any tool?",d8b28c47a0
What should I use if my PDFs are just scanned images and don’t have a text layer?,d8b28c47a0
"Has anyone used docling, PyMuPDF, or unstructured for document parsing in this project?",d8b28c47a0
"If I don’t want to run OCR locally, is there a hosted OCR API that works for extracting text from PDFs?",d8b28c47a0
"Can I reuse this workshop stuff in my own capstone project, or is it only for the class?",d850a0e7ea
"Since dlt is open-source, does that mean I’m allowed to use the workshop content in other projects too?",d850a0e7ea
Would it be okay to apply these workshop materials in an MLOps Zoomcamp project or something similar?,d850a0e7ea
Am I free to ask questions about the workshop and then use the ideas directly in my own work?,d850a0e7ea
"If I want to share or reuse the workshop content for a project, are there any restrictions?",d850a0e7ea
How do I create a new dlt project for loading data from cloud storage?,6bceeebf04
What command should I run first to initialize a filesystem-to-duckdb dlt setup?,6bceeebf04
I'm trying to start a dlt pipeline from cloud files — what's the init command?,6bceeebf04
How do I bootstrap a dlt project that loads from a filesystem source into DuckDB?,6bceeebf04
"Where do I begin if I want to set up dlt for cloud data ingestion, and what should I type in the terminal?",6bceeebf04
"Why am I getting `Table notion_pages___homework does not exist` when I call `db.open_table(""notion_pages___homework"")`?",0407213397
How do I fix the `FileNotFoundError` for `notion_pages___homework` in the dlt workshop?,0407213397
"I renamed my table to `homework`, but `db.open_table` still says it doesn't exist — what did I miss?",0407213397
"What causes the `db.create_table(notion_pages___homework, data)` message when opening the table?",0407213397
"In the open-source data ingestion workshop, why does the pipeline still seem to use `employee_handbook` instead of `homework`?",0407213397
Why am I getting `FileNotFoundError: Table notion_pages___homework does not exist` when I run `main()`?,e95bfafc0e
What should I put on line 3 if the table `notion_pages___homework` is missing?,e95bfafc0e
How do I open the right table in the dlt homework notebook?,e95bfafc0e
"My script says to call `db.create_table(notion_pages___homework, data)` first, but where exactly should I fix it?",e95bfafc0e
"In the open-source data ingestion workshop, what table name should be used with `db.open_table()` for the homework?",e95bfafc0e
How can I see what tables exist in the database?,e394e6f738
Is there a way to list all tables from the db object?,e394e6f738
What method should I call to get the table names in the database?,e394e6f738
How do I check which tables were created in my database?,e394e6f738
Can I use db to print all available table names?,e394e6f738
Does dlt already support ClickHouse or StarRocks connectors?,cd19f122f3
Can I use dlt with ClickHouse or StarRocks right now?,cd19f122f3
Is there any built-in connector in dlt for ClickHouse or StarRocks?,cd19f122f3
Why doesn't dlt have connectors for ClickHouse or StarRocks yet?,cd19f122f3
Will ClickHouse or StarRocks connectors be added to dlt in the future?,cd19f122f3
Why am I getting a 401 Unauthorized from the Notion search API in the notebook?,0dfba07ace
What should I check if the notebook says it doesn't have secret access for api.notion.com/v1/search?,0dfba07ace
How do I fix a Notion API auth error in this workshop notebook?,0dfba07ace
"Could this be caused by a bad or expired Notion token, and how do I verify it?",0dfba07ace
Do I need to confirm the endpoint and permissions when Notion API access fails with 401?,0dfba07ace
"Why does pip keep giving me requests 2.28 when lancedb wants 2.32, and how do I force the newer one?",4b30b918bc
Is there a way to install requests straight from GitHub so I get v2.32.3 instead of the older package?,4b30b918bc
"I’m hitting a 401 Client Error in this setup — could it be a bad key or missing access, and what should I check?",4b30b918bc
What exact pip command should I use to install requests version 2.32.3 from the source archive?,4b30b918bc
How can I override the default requests install and make sure the version lancedb needs is the one that gets installed?,4b30b918bc
My Logfire EU token keeps giving 401 Unauthorized — is the token wrong or is it a region issue?,46efd1088d
"Do I need to set a custom Logfire EU base URL manually, or should the SDK detect the region from the token?",46efd1088d
"If my `.env` has `LOGFIRE_TOKEN` but Logfire still says unauthorized, what should I check first?",46efd1088d
"Can an existing shell variable override the token from my `.env`, and how do I make the local file win?",46efd1088d
"What’s the difference between a Logfire write token and a read token, and could using the wrong one cause 401 errors?",46efd1088d
