question,answer_llm,answer_orig,document
What’s the easiest way to keep my OpenAI key in the project without committing it to GitHub?,"The easiest way is to store it as an environment variable in your Codespaces/Linux VM, so it stays in the VM but isn’t committed to GitHub.

If you want, I can also show you the exact command to set it up.","Use [`dirdotenv`](https://github.com/alexeygrigorev/dirdotenv). It is like `direnv`, but works with both `.env` and `.envrc`, and is more portable across shells and operating systems.

```bash
uv tool install dirdotenv

# add this line to your ~/.bashrc or ~/.zshrc:
eval ""$(dirdotenv hook bash)""   # or zsh

# inside your project:
echo 'OPENAI_API_KEY=sk-...' > .env
echo '.env' >> .gitignore
```

After that, the key is loaded automatically when you `cd` into the project directory.

Important: always add `.env` and `.envrc` to `.gitignore` so keys never land on GitHub.

`direnv` is also fine if you already use it. In that case, create `.envrc`, add your exports there, and run `direnv allow`.

For GitHub Codespaces, use the built-in [Codespaces secrets](https://docs.github.com/en/codespaces/managing-your-codespaces/managing-your-account-specific-secrets-for-github-codespaces) instead of files in the repo.

For Python scripts, the equivalent is `python-dotenv`:

```python
from dotenv import load_dotenv
load_dotenv()  # loads .env from project root
```",8b2f5e9d04
Can I use direnv or something similar on different shells and operating systems for env vars?,"Yes. You can use `direnv` if you already use it, but for better portability across shells and operating systems, the course recommends [`dirdotenv`](https://github.com/alexeygrigorev/dirdotenv), which works with both `.env` and `.envrc`.

If you use `direnv`, create an `.envrc`, add your exports there, and run:

```bash
direnv allow
```

For API keys, the course also suggests loading them from `.env` files, and for Python scripts using `python-dotenv`.","Use [`dirdotenv`](https://github.com/alexeygrigorev/dirdotenv). It is like `direnv`, but works with both `.env` and `.envrc`, and is more portable across shells and operating systems.

```bash
uv tool install dirdotenv

# add this line to your ~/.bashrc or ~/.zshrc:
eval ""$(dirdotenv hook bash)""   # or zsh

# inside your project:
echo 'OPENAI_API_KEY=sk-...' > .env
echo '.env' >> .gitignore
```

After that, the key is loaded automatically when you `cd` into the project directory.

Important: always add `.env` and `.envrc` to `.gitignore` so keys never land on GitHub.

`direnv` is also fine if you already use it. In that case, create `.envrc`, add your exports there, and run `direnv allow`.

For GitHub Codespaces, use the built-in [Codespaces secrets](https://docs.github.com/en/codespaces/managing-your-codespaces/managing-your-account-specific-secrets-for-github-codespaces) instead of files in the repo.

For Python scripts, the equivalent is `python-dotenv`:

```python
from dotenv import load_dotenv
load_dotenv()  # loads .env from project root
```",8b2f5e9d04
"If I’m running Python scripts, how do I load the .env file automatically instead of setting variables by hand?","Use `python-dotenv` and call `load_dotenv()` at the start of your script. It loads the `.env` file automatically from the project root.

```python
from dotenv import load_dotenv
load_dotenv()
```

Then you can read variables normally:

```python
import os
api_key = os.getenv(""OPENAI_API_KEY"")
```

If needed:

```bash
pip install python-dotenv
```

","Use [`dirdotenv`](https://github.com/alexeygrigorev/dirdotenv). It is like `direnv`, but works with both `.env` and `.envrc`, and is more portable across shells and operating systems.

```bash
uv tool install dirdotenv

# add this line to your ~/.bashrc or ~/.zshrc:
eval ""$(dirdotenv hook bash)""   # or zsh

# inside your project:
echo 'OPENAI_API_KEY=sk-...' > .env
echo '.env' >> .gitignore
```

After that, the key is loaded automatically when you `cd` into the project directory.

Important: always add `.env` and `.envrc` to `.gitignore` so keys never land on GitHub.

`direnv` is also fine if you already use it. In that case, create `.envrc`, add your exports there, and run `direnv allow`.

For GitHub Codespaces, use the built-in [Codespaces secrets](https://docs.github.com/en/codespaces/managing-your-codespaces/managing-your-account-specific-secrets-for-github-codespaces) instead of files in the repo.

For Python scripts, the equivalent is `python-dotenv`:

```python
from dotenv import load_dotenv
load_dotenv()  # loads .env from project root
```",8b2f5e9d04
How do I decide the best field weights in minsearch or another search engine?,"The best way is to **evaluate different field weights against a ground-truth dataset**.

A practical approach:

1. Create a small set of representative questions.
2. Mark which documents should be retrieved for each question.
3. Try different field weight settings.
4. Compare retrieval metrics like **hit rate, precision@k, recall@k, or MRR**.

For small projects, you can tune weights by trial and error, but **evaluation is the more reliable method**.","The systematic approach is to evaluate different weight settings against a ground-truth dataset.

For example:

1. Create a small set of representative questions.
2. Mark which documents should be retrieved for each question.
3. Try different field weights.
4. Compare retrieval metrics such as hit rate, precision@k, recall@k, or MRR.

You can tune weights by trial and error for small projects, but evaluation is the more reliable approach. The course covers this topic more directly in the evaluation module.",87d4ea4e08
Is there a proper way to tune search field weights instead of just guessing?,"Yes. The proper way is to evaluate different field-weight settings against a ground-truth dataset, rather than just guessing.

A simple approach is:
1. Create a small set of representative questions.
2. Mark which documents should be retrieved for each question.
3. Try different field weights.
4. Compare retrieval metrics like hit rate, precision@k, recall@k, or MRR.

For small projects, trial and error can work, but evaluation is the more reliable approach.","The systematic approach is to evaluate different weight settings against a ground-truth dataset.

For example:

1. Create a small set of representative questions.
2. Mark which documents should be retrieved for each question.
3. Try different field weights.
4. Compare retrieval metrics such as hit rate, precision@k, recall@k, or MRR.

You can tune weights by trial and error for small projects, but evaluation is the more reliable approach. The course covers this topic more directly in the evaluation module.",87d4ea4e08
What should I do to test different weight settings for retrieval fields?,"Test different field weights against a ground-truth evaluation set:

1. Create a small set of representative questions.
2. Mark which documents should be retrieved for each question.
3. Try different weight combinations.
4. Compare retrieval metrics like hit rate, precision@k, recall@k, or MRR.

For small projects, trial and error is okay, but evaluation is the more reliable approach.","The systematic approach is to evaluate different weight settings against a ground-truth dataset.

For example:

1. Create a small set of representative questions.
2. Mark which documents should be retrieved for each question.
3. Try different field weights.
4. Compare retrieval metrics such as hit rate, precision@k, recall@k, or MRR.

You can tune weights by trial and error for small projects, but evaluation is the more reliable approach. The course covers this topic more directly in the evaluation module.",87d4ea4e08
Do you need a labeled dataset before choosing field weights for search ranking?,"Yes — the systematic approach is to evaluate different field weights against a ground-truth labeled dataset.

A practical process is:

1. Create a small set of representative questions.
2. Mark which documents should be retrieved for each question.
3. Try different field weights.
4. Compare metrics like hit rate, precision@k, recall@k, or MRR.

For small projects, you can tune by trial and error, but the labeled dataset is the more reliable way.","The systematic approach is to evaluate different weight settings against a ground-truth dataset.

For example:

1. Create a small set of representative questions.
2. Mark which documents should be retrieved for each question.
3. Try different field weights.
4. Compare retrieval metrics such as hit rate, precision@k, recall@k, or MRR.

You can tune weights by trial and error for small projects, but evaluation is the more reliable approach. The course covers this topic more directly in the evaluation module.",87d4ea4e08
What metrics can I use to compare different field weight values in a RAG search setup?,"You can compare different field weight values using retrieval metrics such as:

- hit rate
- precision@k
- recall@k
- MRR

The recommended approach is to evaluate the weights against a small ground-truth dataset of representative questions and known relevant documents.","The systematic approach is to evaluate different weight settings against a ground-truth dataset.

For example:

1. Create a small set of representative questions.
2. Mark which documents should be retrieved for each question.
3. Try different field weights.
4. Compare retrieval metrics such as hit rate, precision@k, recall@k, or MRR.

You can tune weights by trial and error for small projects, but evaluation is the more reliable approach. The course covers this topic more directly in the evaluation module.",87d4ea4e08
"What kind of cleanup should I do before using documents in RAG, like removing HTML or duplicate text?","Before using documents in RAG, you should clean them so they are **structured and easy to chunk/retrieve**.

Common cleanup steps include:

- removing **broken HTML**
- removing **duplicate text**
- removing **boilerplate**
- fixing or removing **OCR errors**
- removing **repeated headers and footers**

At the same time, you should **preserve useful context**, such as:

- titles
- section names
- dates
- page numbers
- speaker names
- Q&A structure

The goal is not just to make the text shorter, but to make retrieval more accurate.","Prepare the data so it is clean, structured, and easy to chunk and retrieve.

Common steps:

- Remove obvious noise such as broken HTML, duplicate text, boilerplate, OCR errors, repeated headers, and repeated footers.
- Preserve useful context such as titles, section names, dates, page numbers, speaker names, and Q&A structure.
- Store the result in a structured format that is easy to process. JSON is often convenient, but it is not mandatory.
- Chunk the documents in a way that keeps related context together.
- Keep metadata that may help filtering or ranking later.

The exact format depends on the source data. The goal is not just to make the text shorter, but to make retrieval more accurate.",649c280e6d
"Do I need to keep things like titles, section headings, dates, or page numbers when preparing data for retrieval?","Yes — you should preserve useful context like titles, section headings, dates, page numbers, speaker names, and Q&A structure. The goal is to make retrieval more accurate, not just shorten the text.","Prepare the data so it is clean, structured, and easy to chunk and retrieve.

Common steps:

- Remove obvious noise such as broken HTML, duplicate text, boilerplate, OCR errors, repeated headers, and repeated footers.
- Preserve useful context such as titles, section names, dates, page numbers, speaker names, and Q&A structure.
- Store the result in a structured format that is easy to process. JSON is often convenient, but it is not mandatory.
- Chunk the documents in a way that keeps related context together.
- Keep metadata that may help filtering or ranking later.

The exact format depends on the source data. The goal is not just to make the text shorter, but to make retrieval more accurate.",649c280e6d
"Is JSON the best format for storing docs before chunking, or can I use something else?",I don't know.,"Prepare the data so it is clean, structured, and easy to chunk and retrieve.

Common steps:

- Remove obvious noise such as broken HTML, duplicate text, boilerplate, OCR errors, repeated headers, and repeated footers.
- Preserve useful context such as titles, section names, dates, page numbers, speaker names, and Q&A structure.
- Store the result in a structured format that is easy to process. JSON is often convenient, but it is not mandatory.
- Chunk the documents in a way that keeps related context together.
- Keep metadata that may help filtering or ranking later.

The exact format depends on the source data. The goal is not just to make the text shorter, but to make retrieval more accurate.",649c280e6d
How should I split documents so related context stays together for RAG?,"Split the documents into chunks in a way that keeps related context together.

In practice, that means:

- preserve useful structure like titles, section names, dates, page numbers, speaker names, and Q&A pairs
- remove noise first
- chunk by logical boundaries when possible, rather than slicing blindly by length
- keep metadata so related chunks can still be filtered or ranked together later

The goal is not just smaller text, but more accurate retrieval.","Prepare the data so it is clean, structured, and easy to chunk and retrieve.

Common steps:

- Remove obvious noise such as broken HTML, duplicate text, boilerplate, OCR errors, repeated headers, and repeated footers.
- Preserve useful context such as titles, section names, dates, page numbers, speaker names, and Q&A structure.
- Store the result in a structured format that is easy to process. JSON is often convenient, but it is not mandatory.
- Chunk the documents in a way that keeps related context together.
- Keep metadata that may help filtering or ranking later.

The exact format depends on the source data. The goal is not just to make the text shorter, but to make retrieval more accurate.",649c280e6d
"Why is metadata useful in a RAG pipeline, and what should I keep?","Metadata is useful in a RAG pipeline because it can help with **filtering and ranking retrieval later**.

You should keep metadata that may help preserve useful context, such as:

- titles
- section names
- dates
- page numbers
- speaker names
- Q&A structure

The goal is to keep information that makes retrieval more accurate, not just to shorten the text.","Prepare the data so it is clean, structured, and easy to chunk and retrieve.

Common steps:

- Remove obvious noise such as broken HTML, duplicate text, boilerplate, OCR errors, repeated headers, and repeated footers.
- Preserve useful context such as titles, section names, dates, page numbers, speaker names, and Q&A structure.
- Store the result in a structured format that is easy to process. JSON is often convenient, but it is not mandatory.
- Chunk the documents in a way that keeps related context together.
- Keep metadata that may help filtering or ranking later.

The exact format depends on the source data. The goal is not just to make the text shorter, but to make retrieval more accurate.",649c280e6d
"In GitHub Codespaces, `uv` shows a ""Failed to hardlink files"" warning — is something broken, or can I ignore it?","No — it’s not broken. In GitHub Codespaces, `uv` may fail to hardlink files between its cache and the target environment, and it will automatically fall back to copying the files instead.

So the package still installs correctly, and you can ignore the warning.

If you want to suppress it for the current shell:

```bash
export UV_LINK_MODE=copy
```

To make that persistent:

```bash
echo 'export UV_LINK_MODE=copy' >> ~/.bashrc
source ~/.bashrc
```","No. This warning can happen in GitHub Codespaces when `uv` cannot hardlink files between the cache and the target environment.

The package still installs. `uv` falls back to copying files.

To suppress the warning for the current shell:

```bash
export UV_LINK_MODE=copy
```

To make it persistent:

```bash
echo 'export UV_LINK_MODE=copy' >> ~/.bashrc
source ~/.bashrc
```

See the `uv` documentation for more details: [https://docs.astral.sh/uv/](https://docs.astral.sh/uv/).",acf8fa5356
"Why does `uv` complain about hardlinking in Codespaces, and does the install still finish normally?","`uv` complains because in GitHub Codespaces it may not be able to **hardlink** files from its cache to the target environment. That’s why you see the warning.

Yes, the install still finishes normally: `uv` just **falls back to copying files** instead of hardlinking them.","No. This warning can happen in GitHub Codespaces when `uv` cannot hardlink files between the cache and the target environment.

The package still installs. `uv` falls back to copying files.

To suppress the warning for the current shell:

```bash
export UV_LINK_MODE=copy
```

To make it persistent:

```bash
echo 'export UV_LINK_MODE=copy' >> ~/.bashrc
source ~/.bashrc
```

See the `uv` documentation for more details: [https://docs.astral.sh/uv/](https://docs.astral.sh/uv/).",acf8fa5356
How can I stop the `uv` hardlink warning for just my current terminal session?,"For just your current terminal session, run:

```bash
export UV_LINK_MODE=copy
```

This suppresses the hardlink warning for that shell only.","No. This warning can happen in GitHub Codespaces when `uv` cannot hardlink files between the cache and the target environment.

The package still installs. `uv` falls back to copying files.

To suppress the warning for the current shell:

```bash
export UV_LINK_MODE=copy
```

To make it persistent:

```bash
echo 'export UV_LINK_MODE=copy' >> ~/.bashrc
source ~/.bashrc
```

See the `uv` documentation for more details: [https://docs.astral.sh/uv/](https://docs.astral.sh/uv/).",acf8fa5356
What do I need to add to my shell config so `uv` always uses copy mode and doesn't show this warning again?,"Add this to your shell config:

```bash
export UV_LINK_MODE=copy
```

For example, in `~/.bashrc`:

```bash
echo 'export UV_LINK_MODE=copy' >> ~/.bashrc
source ~/.bashrc
```","No. This warning can happen in GitHub Codespaces when `uv` cannot hardlink files between the cache and the target environment.

The package still installs. `uv` falls back to copying files.

To suppress the warning for the current shell:

```bash
export UV_LINK_MODE=copy
```

To make it persistent:

```bash
echo 'export UV_LINK_MODE=copy' >> ~/.bashrc
source ~/.bashrc
```

See the `uv` documentation for more details: [https://docs.astral.sh/uv/](https://docs.astral.sh/uv/).",acf8fa5356
"If `uv` can't hardlink between its cache and the project environment, what does it do instead?",It falls back to copying files.,"No. This warning can happen in GitHub Codespaces when `uv` cannot hardlink files between the cache and the target environment.

The package still installs. `uv` falls back to copying files.

To suppress the warning for the current shell:

```bash
export UV_LINK_MODE=copy
```

To make it persistent:

```bash
echo 'export UV_LINK_MODE=copy' >> ~/.bashrc
source ~/.bashrc
```

See the `uv` documentation for more details: [https://docs.astral.sh/uv/](https://docs.astral.sh/uv/).",acf8fa5356
My script says dotenv is not recognized — what package do I need to install?,"Install `python-dotenv`.

```bash
uv add python-dotenv
```

Then use:

```python
from dotenv import load_dotenv
load_dotenv()
```","Install `python-dotenv`:

```bash
uv add python-dotenv
```

Then import and use it in Python:

```python
from dotenv import load_dotenv

load_dotenv()
```

The package is documented here: [python-dotenv](https://pypi.org/project/python-dotenv/).",0bed1f48da
"How do I fix the ""dotenv"" module not found error in Python?","Install `python-dotenv`, then load your `.env` file before using `dotenv`:

```bash
pip install python-dotenv
```

```python
from dotenv import load_dotenv

load_dotenv()
```

If your key is in `.env`, make sure the variable name is exactly `OPENAI_API_KEY`.","Install `python-dotenv`:

```bash
uv add python-dotenv
```

Then import and use it in Python:

```python
from dotenv import load_dotenv

load_dotenv()
```

The package is documented here: [python-dotenv](https://pypi.org/project/python-dotenv/).",0bed1f48da
What should I add to my project so I can use load_dotenv()?,"Add `python-dotenv` to your project:

```bash
uv add python-dotenv
```

Then you can use:

```python
from dotenv import load_dotenv

load_dotenv()
```","Install `python-dotenv`:

```bash
uv add python-dotenv
```

Then import and use it in Python:

```python
from dotenv import load_dotenv

load_dotenv()
```

The package is documented here: [python-dotenv](https://pypi.org/project/python-dotenv/).",0bed1f48da
"In llm-zoomcamp Module 1 RAG, what’s the install command for dotenv support?","Install `python-dotenv`:

```bash
uv add python-dotenv
```

If you’re using pip instead:

```bash
pip install python-dotenv
```","Install `python-dotenv`:

```bash
uv add python-dotenv
```

Then import and use it in Python:

```python
from dotenv import load_dotenv

load_dotenv()
```

The package is documented here: [python-dotenv](https://pypi.org/project/python-dotenv/).",0bed1f48da
Do I need python-dotenv or something else when load_dotenv() isn’t working?,"Yes — in the course context, `load_dotenv()` working requires **`python-dotenv`**.

Install it and then load your `.env` file:

```bash
pip install python-dotenv
```

```python
from dotenv import load_dotenv

load_dotenv()
```

If `OPENAI_API_KEY` still isn’t found, also check that:

- the variable name in `.env` is exactly `OPENAI_API_KEY`
- you call `load_dotenv()` **before** creating the client
- the `.env` file is in the right folder

If you want, I can also help you debug why `load_dotenv()` isn’t picking up your `.env` file.","Install `python-dotenv`:

```bash
uv add python-dotenv
```

Then import and use it in Python:

```python
from dotenv import load_dotenv

load_dotenv()
```

The package is documented here: [python-dotenv](https://pypi.org/project/python-dotenv/).",0bed1f48da
Can I do the course on my own laptop instead of using Codespaces?,"Yes. You can run the course locally on your own laptop instead of using Codespaces, as long as you’re comfortable setting up Python, `uv`, Jupyter, Docker, and any other required tools. If you do, make sure to document your setup and keep it reproducible.","Yes. Codespaces is just the easiest way for everyone to start with the same environment.

You can run the course locally if you are comfortable setting up Python, `uv`, Jupyter, Docker, and any other tools needed for the module.

If you run locally, make sure you document your setup and keep your environment reproducible.",aa310de435
"Is Codespaces required, or is it just the easiest option to get started?","Codespaces is **not required**. It’s just the **easiest option** to get started because it gives everyone the same environment.

You can also run the course **locally** if you’re comfortable setting up the needed tools like Python, `uv`, Jupyter, Docker, and anything else required for the module.","Yes. Codespaces is just the easiest way for everyone to start with the same environment.

You can run the course locally if you are comfortable setting up Python, `uv`, Jupyter, Docker, and any other tools needed for the module.

If you run locally, make sure you document your setup and keep your environment reproducible.",aa310de435
What tools do I need if I want to set everything up locally?,"You’d need to set up:

- Python
- `uv`
- Jupyter
- Docker
- Any other tools required by the specific module

If you run locally, you should also document your setup and keep the environment reproducible.","Yes. Codespaces is just the easiest way for everyone to start with the same environment.

You can run the course locally if you are comfortable setting up Python, `uv`, Jupyter, Docker, and any other tools needed for the module.

If you run locally, make sure you document your setup and keep your environment reproducible.",aa310de435
Am I allowed to follow the module from a local environment if I already know how to configure it?,Yes. You can run the course locally if you’re comfortable setting up the required tools and keeping the environment reproducible. Codespaces is just the easiest way to start with the same environment.,"Yes. Codespaces is just the easiest way for everyone to start with the same environment.

You can run the course locally if you are comfortable setting up Python, `uv`, Jupyter, Docker, and any other tools needed for the module.

If you run locally, make sure you document your setup and keep your environment reproducible.",aa310de435
"If I run the course on my machine, do I need to keep track of my setup somehow?","Yes — if you run the course locally, you should document your setup and keep it reproducible.","Yes. Codespaces is just the easiest way for everyone to start with the same environment.

You can run the course locally if you are comfortable setting up Python, `uv`, Jupyter, Docker, and any other tools needed for the module.

If you run locally, make sure you document your setup and keep your environment reproducible.",aa310de435
"If I keep working in Codespaces and never commit, does my code still stay somewhere?","Yes — if you don’t commit, your code is still saved inside the Codespaces Linux VM.

But you should still commit regularly, because Codespaces can stop, disconnect, or be deleted later, and uncommitted work can be lost.","The code is saved inside the Codespaces Linux VM.

However, you should still commit your work regularly. Codespaces can stop, disconnect, or be deleted later, and committing makes sure your work is stored in your GitHub repository.",610ccb23c0
Where is my code stored while I’m using GitHub Codespaces?,"Your code is stored inside the **Codespaces Linux VM** while you’re using GitHub Codespaces.

It’s still a good idea to **commit regularly**, because uncommitted work can be lost if the codespace is deleted or recreated.","The code is saved inside the Codespaces Linux VM.

However, you should still commit your work regularly. Codespaces can stop, disconnect, or be deleted later, and committing makes sure your work is stored in your GitHub repository.",610ccb23c0
Can a Codespaces VM disappear and make me lose uncommitted changes?,"Yes. A Codespace can be stopped, rebuilt, or deleted, and if that happens, **uncommitted changes can be lost**.  

Your code is saved in the Codespaces Linux VM, but you should **commit and push regularly** so your work is stored in your GitHub repository.","The code is saved inside the Codespaces Linux VM.

However, you should still commit your work regularly. Codespaces can stop, disconnect, or be deleted later, and committing makes sure your work is stored in your GitHub repository.",610ccb23c0
"Do I really need to commit often in Codespaces, or is saving enough?","Yes — you should commit often. Saving in Codespaces only stores the code in the Codespaces VM, but if the codespace stops, gets deleted, or you recreate it later, uncommitted changes can be lost. Commit and push regularly so your work is محفوظ in your GitHub repository.","The code is saved inside the Codespaces Linux VM.

However, you should still commit your work regularly. Codespaces can stop, disconnect, or be deleted later, and committing makes sure your work is stored in your GitHub repository.",610ccb23c0
What’s the safest way to avoid losing work when using Codespaces?,"The safest way is to **commit and push your work regularly to GitHub**.

Codespaces can stop, disconnect, or even be deleted, and while uncommitted changes may survive a stop/start, they can be lost if the codespace is deleted or recreated.","The code is saved inside the Codespaces Linux VM.

However, you should still commit your work regularly. Codespaces can stop, disconnect, or be deleted later, and committing makes sure your work is stored in your GitHub repository.",610ccb23c0
Why does WSL2 say the model needs more system memory even though my PC has enough RAM?,"WSL2 does that because it only has access to the RAM allocated to WSL, not all the RAM in your PC.

In this course context, the fix is to increase WSL2’s memory limit by creating a `.wslconfig` file in:

`C:\Users\YourUsername\.wslconfig`

with something like:

```ini
[wsl2]
memory=8GB
```

Then run:

```bash
wsl --shutdown
```

and restart WSL. You can verify the available memory with `free` inside WSL.

","Your WSL2 is set to use Y.Y GiB, not all your computer memory. To allocate more RAM, follow these steps:

1. Create a `.wslconfig` file under your Windows user profile directory: `C:\Users\YourUsername\.wslconfig`.

2. Include the desired RAM allocation in the file:

   ```ini
   [wsl2]
   memory=8GB
   ```

3. Restart WSL using the command:

   ```bash
   wsl --shutdown
   ```

4. Run the `free` command in WSL to verify the changes.

For more details, read [this article](https://www.aleksandrhovhannisyan.com/blog/limiting-memory-usage-in-wsl-2/).",f3dd94f323
How can I give WSL2 more RAM so the model will run?,"Your WSL2 is likely capped to less RAM than your Windows machine has. To give it more RAM:

1. Create a file named `.wslconfig` in your Windows user profile folder, for example:
   `C:\Users\YourUsername\.wslconfig`

2. Add this to the file:
   ```ini
   [wsl2]
   memory=8GB
   ```

3. Restart WSL:
   ```bash
   wsl --shutdown
   ```

4. In WSL, run `free` to check that the new memory limit is in effect.

If you want, I can also help you choose a safe RAM value based on your machine.","Your WSL2 is set to use Y.Y GiB, not all your computer memory. To allocate more RAM, follow these steps:

1. Create a `.wslconfig` file under your Windows user profile directory: `C:\Users\YourUsername\.wslconfig`.

2. Include the desired RAM allocation in the file:

   ```ini
   [wsl2]
   memory=8GB
   ```

3. Restart WSL using the command:

   ```bash
   wsl --shutdown
   ```

4. Run the `free` command in WSL to verify the changes.

For more details, read [this article](https://www.aleksandrhovhannisyan.com/blog/limiting-memory-usage-in-wsl-2/).",f3dd94f323
Where do I put the .wslconfig file to increase WSL2 memory?,"Put the `.wslconfig` file in your Windows user profile directory:

`C:\Users\YourUsername\.wslconfig`

Then add your WSL2 settings there, for example:

```ini
[wsl2]
memory=8GB
```

","Your WSL2 is set to use Y.Y GiB, not all your computer memory. To allocate more RAM, follow these steps:

1. Create a `.wslconfig` file under your Windows user profile directory: `C:\Users\YourUsername\.wslconfig`.

2. Include the desired RAM allocation in the file:

   ```ini
   [wsl2]
   memory=8GB
   ```

3. Restart WSL using the command:

   ```bash
   wsl --shutdown
   ```

4. Run the `free` command in WSL to verify the changes.

For more details, read [this article](https://www.aleksandrhovhannisyan.com/blog/limiting-memory-usage-in-wsl-2/).",f3dd94f323
What should I write in .wslconfig to allocate 8GB to WSL2?,"```ini
[wsl2]
memory=8GB
```","Your WSL2 is set to use Y.Y GiB, not all your computer memory. To allocate more RAM, follow these steps:

1. Create a `.wslconfig` file under your Windows user profile directory: `C:\Users\YourUsername\.wslconfig`.

2. Include the desired RAM allocation in the file:

   ```ini
   [wsl2]
   memory=8GB
   ```

3. Restart WSL using the command:

   ```bash
   wsl --shutdown
   ```

4. Run the `free` command in WSL to verify the changes.

For more details, read [this article](https://www.aleksandrhovhannisyan.com/blog/limiting-memory-usage-in-wsl-2/).",f3dd94f323
"After changing WSL2 memory, how do I restart it and check that the new RAM limit is applied?","Restart WSL with:

```bash
wsl --shutdown
```

Then start WSL again and check the applied RAM limit inside WSL with:

```bash
free
```

That should show the new memory allocation.","Your WSL2 is set to use Y.Y GiB, not all your computer memory. To allocate more RAM, follow these steps:

1. Create a `.wslconfig` file under your Windows user profile directory: `C:\Users\YourUsername\.wslconfig`.

2. Include the desired RAM allocation in the file:

   ```ini
   [wsl2]
   memory=8GB
   ```

3. Restart WSL using the command:

   ```bash
   wsl --shutdown
   ```

4. Run the `free` command in WSL to verify the changes.

For more details, read [this article](https://www.aleksandrhovhannisyan.com/blog/limiting-memory-usage-in-wsl-2/).",f3dd94f323
"My GitHub Codespace is stuck on ""Finishing up"" and never connects — what should I try first?","First try this:

1. Go to **github.com/codespaces**
2. **Stop** the codespace
3. **Start** it again

If it’s still stuck on “Finishing up,” try opening it in the **browser** instead of desktop VS Code, or use a different browser like **Chrome, Edge, or Brave**.","These are usually GitHub Codespaces reliability issues rather than a problem with the course, so there's no single guaranteed fix — but the following workarounds resolve most cases.

**Codespace won't connect / stuck on ""Finishing up"":**

- Go to [github.com/codespaces](https://github.com/codespaces), stop the codespace, and start it again.
- If it still won't connect, open it in the **browser** instead of desktop VS Code, or try a different browser (Edge/Chrome/Brave).
- As a last resort, delete the codespace and create a new one.

**""My setup is all gone"":**

- The repo in `/workspaces` persists across stop/start, but a **rebuild or a brand-new codespace** starts from a clean image, and system/global installs outside your project don't always survive. Reinstalling is quick with `uv` (`uv sync` / `uv add ...`).
- **Commit and push your work often** — uncommitted changes survive a stop/start but are lost if you delete or recreate the codespace.

If Codespaces keeps being flaky for you, consider running the course locally instead — see ""[Can I run the course locally instead of Codespaces?](026_aa310de435_can-i-run-the-course-locally-instead-of-codespaces.md)"".",830f3d2018
"If my Codespace won’t open in VS Code desktop, is there another way to get it working?","Yes — if it still won’t connect in desktop VS Code, try opening the Codespace in the **browser** instead, or use a different browser such as **Edge, Chrome, or Brave**.

If that doesn’t help, you can also:
- stop and start the Codespace from [github.com/codespaces](https://github.com/codespaces)
- delete it and create a new one as a last resort

If Codespaces keeps being flaky, you can also run the course locally instead.","These are usually GitHub Codespaces reliability issues rather than a problem with the course, so there's no single guaranteed fix — but the following workarounds resolve most cases.

**Codespace won't connect / stuck on ""Finishing up"":**

- Go to [github.com/codespaces](https://github.com/codespaces), stop the codespace, and start it again.
- If it still won't connect, open it in the **browser** instead of desktop VS Code, or try a different browser (Edge/Chrome/Brave).
- As a last resort, delete the codespace and create a new one.

**""My setup is all gone"":**

- The repo in `/workspaces` persists across stop/start, but a **rebuild or a brand-new codespace** starts from a clean image, and system/global installs outside your project don't always survive. Reinstalling is quick with `uv` (`uv sync` / `uv add ...`).
- **Commit and push your work often** — uncommitted changes survive a stop/start but are lost if you delete or recreate the codespace.

If Codespaces keeps being flaky for you, consider running the course locally instead — see ""[Can I run the course locally instead of Codespaces?](026_aa310de435_can-i-run-the-course-locally-instead-of-codespaces.md)"".",830f3d2018
"Why did my setup disappear after a rebuild or a new Codespace, even though I didn’t change the repo?","A rebuild or a brand-new Codespace starts from a clean image, so anything installed outside your project may be gone even if you didn’t change the repo. The repo in `/workspaces` persists across stop/start, but system/global installs don’t always survive rebuilds or new Codespaces.

If that happens, just reinstall your dependencies with `uv` (`uv sync` / `uv add ...`). Also, commit and push your work often, because uncommitted changes can be lost if you delete or recreate the Codespace.","These are usually GitHub Codespaces reliability issues rather than a problem with the course, so there's no single guaranteed fix — but the following workarounds resolve most cases.

**Codespace won't connect / stuck on ""Finishing up"":**

- Go to [github.com/codespaces](https://github.com/codespaces), stop the codespace, and start it again.
- If it still won't connect, open it in the **browser** instead of desktop VS Code, or try a different browser (Edge/Chrome/Brave).
- As a last resort, delete the codespace and create a new one.

**""My setup is all gone"":**

- The repo in `/workspaces` persists across stop/start, but a **rebuild or a brand-new codespace** starts from a clean image, and system/global installs outside your project don't always survive. Reinstalling is quick with `uv` (`uv sync` / `uv add ...`).
- **Commit and push your work often** — uncommitted changes survive a stop/start but are lost if you delete or recreate the codespace.

If Codespaces keeps being flaky for you, consider running the course locally instead — see ""[Can I run the course locally instead of Codespaces?](026_aa310de435_can-i-run-the-course-locally-instead-of-codespaces.md)"".",830f3d2018
