question,document
When would Zapier or n8n be a better choice than Kestra for a simple automation?,bfe5502c30
Why does ChatGPT sometimes make up Kestra YAML fields like `bucket` or `name` that don't work in my flow?,93a3e8b98c
How can I check whether the properties in a generated Kestra plugin config are actually valid for my version?,93a3e8b98c
What is the right way to write a GCS upload step in Kestra instead of using separate `bucket` and `name` fields?,93a3e8b98c
"For `LoadFromGcs` in BigQuery, why is `destinationTable` used instead of `projectId`, `dataset`, and `table` split apart?",93a3e8b98c
What can I do to reduce bad YAML suggestions from an AI when I’m building Kestra flows?,93a3e8b98c
"Why do people track token usage in Kestra flows, especially when the workflow keeps running on a schedule?",a4adc70f41
How does watching token counts help with controlling the cost of LLM calls in Kestra?,a4adc70f41
What’s the point of logging token usage for each AI task in a Kestra pipeline?,a4adc70f41
Can token tracking help me make prompts smaller or more efficient in orchestration workflows?,a4adc70f41
How can I use token usage numbers as a safety check so a long-running flow doesn’t blow up the bill?,a4adc70f41
Why does Docker Desktop say mounts denied for /tmp/... when I start Kestra?,dd8b4c9fda
How can I let Docker use /tmp or /tmp/kestra-wd on my machine?,dd8b4c9fda
What settings do I need to change in Docker Desktop to fix the shared path error?,dd8b4c9fda
"After adding /tmp to Docker Desktop file sharing, what should I do next?",dd8b4c9fda
Is there a way to stop the 'path is not shared from the host' error when running docker compose for Kestra?,dd8b4c9fda
"In the Kestra workflow, Gemini throws a 404 NOT_FOUND and says the model isn’t available — what should I change to fix it?",d51bbe2da0
"If the model id in the YAML no longer works, how do I swap it to a Gemini model that’s currently available in my account?",d51bbe2da0
Should I edit the `modelName` in the Kestra flow or the `model-name` in `docker-compose.yml` when Gemini returns an unavailable-model error?,d51bbe2da0
Where can I check which Gemini model ids are valid right now before rerunning the course workflow?,d51bbe2da0
"Does a 404 from Gemini mean the model is gone forever, or can it just be an account-specific availability issue?",d51bbe2da0
"For the Module 3 Kestra homework, what exactly am I supposed to upload to the public repo if I did everything in the Kestra UI?",f29f622684
"Do I need to submit the flow YAML files from Kestra, or is a README enough for the homework?",f29f622684
"If my Kestra flows call any scripts, should I also include those scripts in the repo I submit?",f29f622684
Where should I place the Kestra homework files in the repository before sending the link in the form?,f29f622684
"When submitting Module 3, do the answers to Q1, Q2, etc. go into the GitHub repo or directly into the form?",f29f622684
Why do I get `JSONDecodeError: Expecting value` when I try to parse the LLM response in the evaluation notebook?,a3c7e1b4f9
How can I make the model return valid JSON instead of markdown fences or extra text when generating ground-truth questions?,a3c7e1b4f9
What’s the right way to call OpenAI chat completions so `json.loads(...)` doesn’t fail on the response?,a3c7e1b4f9
Do I need to change my prompt to guarantee the output is just a JSON object with a `questions` list?,a3c7e1b4f9
Is there a provider-specific setting like OpenAI `response_format` for Gemini or Groq to force JSON output?,a3c7e1b4f9
Why does my Jupyter notebook kernel keep crashing when I try to embed the ground-truth data?,b8f2d6a30c
What can I do if embedding the ground-truth set makes my notebook run out of memory on a small-RAM machine?,b8f2d6a30c
Is there a lighter embedding model I can use in the evaluation notebook without blowing up RAM?,b8f2d6a30c
Can I move the embedding part out of Jupyter and run it some other way to avoid kernel crashes?,b8f2d6a30c
How do I handle ground-truth embeddings in batches so the notebook doesn’t die from memory issues?,b8f2d6a30c
Why do I still hit Gemini limits even after adding a sleep between requests when building the ground-truth data?,c1e9f4b820
What can I use instead of free Gemini if I need to generate a whole evaluation dataset without getting blocked by quotas?,c1e9f4b820
Is there a cheaper model or API that works better for this kind of dataset generation in the course?,c1e9f4b820
How can I reduce the chance of rate-limit errors when I’m calling the LLM from a thread pool?,c1e9f4b820
"If my generation job gets cut off by quota limits, what’s the best way to continue without starting over?",c1e9f4b820
"Why does Module 4 jump from lesson 6 to lesson 11, did some lessons get skipped?",57c8d3a1e4
"Are there missing lessons in Module 4, or is the numbering split on purpose?",57c8d3a1e4
Why do the filenames in Module 4 go from 06-search-tuning to 11-evaluation-intro?,57c8d3a1e4
"How should I read the lesson numbering in Module 4, especially the 01-06 and 11-15 parts?",57c8d3a1e4
"Is Module 4 divided into two separate topics, and is that why the lesson numbers look out of order?",57c8d3a1e4
How do I fix the Windows error saying it can’t load fbgemm.dll or one of its dependencies in PyTorch?,15e931476c
"If I get OSError WinError 126 on Windows for torch\lib\fbgemm.dll, what should I install?",15e931476c
Does this PyTorch DLL error mean I need Visual C++ Redistributable or the full Visual Studio?,15e931476c
I’m on Windows and torch import fails with fbgemm.dll missing — what’s the workaround?,15e931476c
What should I do when Python shows a module not found error for fbgemm.dll on Windows?,15e931476c
"Why do I get a psycopg2 OperationalError saying it can't translate host name ""postgres"" when I run prep.py?",4b65d5542d
What should I change in my .env file if python prep.py fails with a postgres host error?,4b65d5542d
"How can I fix the ""No such host is known"" issue for POSTGRES_HOST in the monitoring module?",4b65d5542d
My prep.py script errors out on postgres connection — is the host supposed to be localhost instead of postgres?,4b65d5542d
Where do I update the database host setting so psycopg2 stops failing with host name resolution?,4b65d5542d
How do I make Pandas stop cutting off long text in a column and show the full value?,641aedbbf5
What setting should I change in Pandas to see the entire Explanation text in the offline-rag-evaluation notebook?,641aedbbf5
"Why does my judge LLM explanation get truncated in a DataFrame, and how can I display all of it?",641aedbbf5
Is there a way to turn off the 50-character column limit in Pandas output?,641aedbbf5
What one-liner should I use so the full text in a Pandas column is visible instead of '...' ?,641aedbbf5
How can I normalize each vector stored in a Pandas DataFrame column?,5039707c1a
What's a simple way to turn a Pandas Series of vectors into unit vectors?,5039707c1a
Is there a quick lambda or apply pattern for vector normalization in pandas?,5039707c1a
How do I use NumPy to normalize every array inside one DataFrame column?,5039707c1a
What’s the best way to divide each vector by its norm in a Pandas column?,5039707c1a
How do I get the 75th percentile of a DataFrame column in pandas?,b4c8ac5a0c
What’s the pandas way to calculate a 0.75 quantile from a Series?,b4c8ac5a0c
"How can I find a column’s percentile value using df[""col""]?",b4c8ac5a0c
Is there a simple method for computing quantiles in pandas DataFrames?,b4c8ac5a0c
How do I compute percentile/quantile values for a pandas Series?,b4c8ac5a0c
"How do I wipe out every Docker container from the command line, even the ones still running?",66ccbb7da0
What terminal command can I use to force-remove all Docker images at once?,66ccbb7da0
Is there a quick way to delete all Docker volumes with one shell command?,66ccbb7da0
"How can I clean my Docker setup by removing containers, images, and volumes in one go?",66ccbb7da0
What commands should I run if I want to completely reset Docker from the terminal?,66ccbb7da0
How can I make sure a user can only leave +1 or -1 feedback once for each submission in Streamlit?,2e729f1271
Why does `st.session.submitted` keep getting set back to True even after I click a feedback button?,2e729f1271
"In Streamlit, how do I disable the feedback buttons after the ask button is used and submission state changes?",2e729f1271
What’s the fix for the session state issue where feedback buttons can be pressed multiple times for the same text submission?,2e729f1271
Is there a known solution for `st.session.submitted` being reassigned when one of the feedback buttons is clicked?,2e729f1271
"Why do I get `exec: ""streamlit"": executable file not found in $PATH` when I start my Streamlit app with docker-compose, even though it works locally?",e8df9f0d12
What should I check in my Docker setup if docker-compose fails with an OCI runtime error saying it can’t find `streamlit`?,e8df9f0d12
Do I need a Dockerfile for a Streamlit app that I want to run with docker-compose?,e8df9f0d12
How can I fix the `failed to create task for container` / `streamlit not found` error in docker-compose?,e8df9f0d12
"After adding Streamlit to docker-compose, what command should I run so the container rebuilds and starts correctly?",e8df9f0d12
"Can I do the capstone with a teammate, or does it have to be solo?",0fab61eca2
"If we share one overall idea, can each person still submit their own capstone separately?",0fab61eca2
Is there any way to make a joint system count as multiple projects for the capstone?,0fab61eca2
What happens if my project can't be graded on its own without the other person's work?,0fab61eca2
"Do you allow collaboration at all, or is the capstone strictly an individual assignment?",0fab61eca2
"For the capstone, do we need to turn in two separate projects, or just one?",d5fc98925d
What exactly are attempt 1 and attempt 2 in the project submission process?,d5fc98925d
"If my first capstone submission gets rejected, can I fix it and submit again later?",d5fc98925d
Can I skip the first submission deadline and still join the second one for capstone?,d5fc98925d
"If I submit more than one project just to practice, do they have to be on different datasets and different problems?",d5fc98925d
"Is the competition itself considered the capstone project, or is that something separate?",e892d44e42
Can I use the competition work as my capstone submission?,e892d44e42
"If I join the math kaggle llm competition, does that count toward the capstone requirement?",e892d44e42
"Are we allowed to make teams for the competition, even though the capstone is individual?",e892d44e42
"Do I need to do the capstone on my own, or can the competition be done in groups?",e892d44e42
How will my capstone project be graded after I submit it?,9a2e2d2008
Who actually reviews the capstone projects in this course?,9a2e2d2008
"Do I also need to review other students' projects, or is it only my own work that gets checked?",9a2e2d2008
What happens if I don’t grade the three projects I’m supposed to review?,9a2e2d2008
How is the final score for the capstone calculated from the peer reviews?,9a2e2d2008
"After the deadline passes, how are project reviews assigned to us?",eae0fb50aa
Will each student get more than one project to review for the capstone?,eae0fb50aa
What happens with project grading once submissions are closed?,eae0fb50aa
How many projects will I be assigned when it's time to review?,eae0fb50aa
Is there a spreadsheet or list that shows which capstone projects I need to grade?,eae0fb50aa
"I already sent in my capstone project, so why am I not able to review other projects yet?",a8a7fef016
"After submitting the project, when do we actually get assigned projects to evaluate?",a8a7fef016
"Can I pick which capstone projects I want to review, or is it automatic?",a8a7fef016
Why is the review list still empty even though I’ve already completed my submission?,a8a7fef016
Is there any way to start reviewing projects before the deadline and list release?,a8a7fef016
Where can I find project ideas and datasets for the capstone project?,e76a70cde3
Is there a GitHub page with some good dataset ideas for this project?,e76a70cde3
I’m looking for capstone project inspiration — where should I check?,e76a70cde3
"Do you have a link with tips, guidelines, and dataset ideas for the project?",e76a70cde3
What’s the best place to get started if I need ideas for the project dataset?,e76a70cde3
"Do I really need Airflow, Mage, or Kestra for the capstone project ingestion part, or is plain Python enough?",d4f7c08ea1
"If I build the ingestion pipeline in a Jupyter notebook, will that still count for full credit in the capstone?",d4f7c08ea1
"Should I add an orchestration tool just to satisfy the project rubric, or only when the project actually needs it?",d4f7c08ea1
"For a capstone that pulls in new data every day, is using an orchestrator like Airflow a good idea?",d4f7c08ea1
What kind of setup is enough for the ingestion pipeline requirement in the capstone project?,d4f7c08ea1
How can I evaluate a recommender-style RAG project when I don’t have clear ground-truth Q&A pairs?,9b0e2d6a47
What’s a good way to create synthetic test queries for each item in my dataset so I can check retrieval quality?,9b0e2d6a47
"Should I use hit rate, MRR, or NDCG for a ranking-style RAG system, and when does NDCG make more sense?",9b0e2d6a47
How do I use an LLM as a judge to score the end-to-end output of my RAG pipeline?,9b0e2d6a47
"If multiple retrieved items could be acceptable, how can I measure whether the system ranks the best ones near the top?",9b0e2d6a47
"What chunk size should I start with for a big PDF corpus, and should I use overlap?",6f2a8b3d10
Is it worth asking an LLM to split docs into sections instead of using fixed chunks?,6f2a8b3d10
Does adding a short summary to each chunk actually help retrieval?,6f2a8b3d10
"For legal or financial docs, should I rely on dense search only or use BM25 too?",6f2a8b3d10
"Which PDF-to-markdown tools are good before chunking, and when should I test changes again?",6f2a8b3d10
"For the capstone, what exactly counts as reproducible — do reviewers need my API keys to run it?",e5d8a2c761
How should I let someone rebuild the search index from scratch without sharing secrets in the repo?,e5d8a2c761
What’s the right way to handle environment variables for the project — should I commit a .env file or just an example?,e5d8a2c761
"Do I need to use an expensive model for the demo, or is there a cheaper option that reviewers can run?",e5d8a2c761
"What should I pin or document so my project runs the same way on another machine, like dependency versions or Python/Docker version?",e5d8a2c761
"Can I do the homework and capstone in a language other than Python, like Go or JavaScript?",ea815eb858
"If I use Rust, Java, or TypeScript instead of Python, what kind of README do you expect?",ea815eb858
"Is Python required for the course assignments, or is another stack okay too?",ea815eb858
What should I include so a non-Python project can still be reviewed and reproduced easily?,ea815eb858
"For a project in Go, what are the kind of setup and run commands I should document?",ea815eb858
Where can I check out past LLM Zoomcamp capstone projects?,930286278d
Is there a page with submitted projects from earlier LLM Zoomcamp cohorts?,930286278d
Can I see examples of previous LLM Zoomcamp project repos somewhere?,930286278d
Do you have links to the 2024 and 2025 LLM Zoomcamp projects?,930286278d
Where should I look to understand the scope and quality of past capstone submissions?,930286278d
Do I need to reserve or announce my capstone project idea before I start working on it?,897a350476
"Can I just start a project without asking anyone first, or do I need approval in Slack?",897a350476
"If someone already did a similar capstone project, is it still okay to choose that topic?",897a350476
Where can I check past LLM Zoomcamp projects to get an idea of the expected scope?,897a350476
"Do I need to avoid using the same project idea as another student, or is it fine if my implementation is original?",897a350476
Can I build my capstone as a Telegram or WhatsApp bot instead of a website?,7318a90b14
"Is a web app required for the final project, or can I use something else like a CLI?",7318a90b14
What kind of interface is allowed for the capstone project if I don't want to make a web app?,7318a90b14
"Am I free to present the project through Slack, a notebook, or another tool?",7318a90b14
"Does the course cover how to build the user interface for the project, or do I need to handle that myself?",7318a90b14
What’s the best tool to pull text from PDFs for a RAG project?,d8b28c47a0
"If my PDFs are scanned images, what should I use to get the text out?",d8b28c47a0
Is there a recommended library for converting documents to Markdown or JSON for RAG?,d8b28c47a0
Can I use PyMuPDF or pymupdf4llm for PDF text extraction in this course project?,d8b28c47a0
What OCR options are people using if they don’t want to do it locally?,d8b28c47a0
"Can I reuse the workshop content in my own capstone project, or is it only meant for class exercises?",d850a0e7ea
"Since dlt is open-source, am I allowed to apply the workshop ideas in a different project outside this course?",d850a0e7ea
"If I'm working on another Zoomcamp project, like MLOps, can I still use dlt from this workshop?",d850a0e7ea
Is it okay to take the workshop material and build my own data loading project with it?,d850a0e7ea
Can I ask questions about the workshop content and use it directly when I’m implementing something on my own?,d850a0e7ea
How do I initialize a new dlt project for loading data from cloud storage?,6bceeebf04
What command should I run to create a fresh dlt setup with filesystem and DuckDB?,6bceeebf04
I'm starting with cloud files in dlt — what's the init command?,6bceeebf04
How can I set up dlt to load from a filesystem source into DuckDB?,6bceeebf04
Where do I begin if I want a new dlt project for cloud loading?,6bceeebf04
"Why do I get `Table notion_pages___homework does not exist` when I try to open `db.open_table(""notion_pages___homework"")`?",0407213397
"I changed the table name to `notion_pages___homework`, but it still says the table doesn't exist — what am I missing?",0407213397
What does the `FileNotFoundError` for `notion_pages___homework` usually mean in the dlt workshop?,0407213397
"If the notebook says to open `notion_pages___homework` but the table isn't there, what setting should I check?",0407213397
How do I fix the issue where `db.create_table(...)` is suggested for `notion_pages___homework` even though I expected the table to already exist?,0407213397
Why am I getting FileNotFoundError: Table notion_pages___homework does not exist when I run main() in the dlt workshop?,e95bfafc0e
"How do I fix the error about db.create_table(notion_pages___homework, data) not finding the table?",e95bfafc0e
What table name should I open in line 3 if notion_pages___homework is missing?,e95bfafc0e
Is there a typo in the code for opening the homework table in the Notion pages pipeline?,e95bfafc0e
What should dbtable be set to so the homework table loads correctly?,e95bfafc0e
How can I see what tables are in the database?,e394e6f738
Is there a way to list all db tables with dlt?,e394e6f738
What method should I use to check the table names in the database?,e394e6f738
How do I get a list of every table that exists in the db?,e394e6f738
Which function tells me all the tables currently in the database?,e394e6f738
"Does dlt already support ClickHouse or StarRocks connectors, or not yet?",cd19f122f3
Can I use DLT to load data into ClickHouse or StarRocks right now?,cd19f122f3
Are there any built-in connectors in DLT for ClickHouse or StarRocks databases?,cd19f122f3
"If DLT doesn't support ClickHouse or StarRocks, is there a way to add those connectors later?",cd19f122f3
Is the community allowed to contribute new connectors for ClickHouse or StarRocks in DLT?,cd19f122f3
Why am I getting a 401 Unauthorized when my notebook calls the Notion search endpoint?,0dfba07ace
What should I check first if the notebook says it has no secret access to Notion?,0dfba07ace
"Could this Notion API error be caused by a wrong or expired token, and how do I fix it?",0dfba07ace
Do I need to verify anything in my app settings or endpoint URL when Notion authentication fails?,0dfba07ace
"If the Notion request keeps failing with an authorization error, what else should I review?",0dfba07ace
"Why does pip keep giving me requests 2.28 when lancedb wants 2.32, and how do I force the newer one?",4b30b918bc
What’s the easiest way to install the exact requests version from GitHub instead of the old pip release?,4b30b918bc
"I’m getting a 401 Client Error while setting this up — could it be a bad key or missing access, and how do I check it?",4b30b918bc
Is there a command to pull requests v2.32.3 directly from the source ZIP and bypass the version mismatch?,4b30b918bc
How can I fix the requests install problem so lancedb stops failing on the older 2.28 package?,4b30b918bc
