question,document
"Why does the course use Gemini by default instead of Groq or other free-tier models, and where can I find the list of free options?",f442efe5b4
Is there a way to build a Kestra flow without editing YAML by hand?,bfe5502c30
What are the no-code options in Kestra if I don't want to write any code?,bfe5502c30
"How does the AI Copilot create a workflow in Kestra, and can I keep changing it after the first prompt?",bfe5502c30
Can I generate Kestra flows from my editor with tools like Claude Code or Codex instead of using the UI?,bfe5502c30
"For a really simple automation, should I use Kestra or would Zapier/n8n be a better fit?",bfe5502c30
Why does ChatGPT sometimes invent Kestra YAML fields like bucket or name that aren't in the plugin docs?,93a3e8b98c
How can I make sure a generated Kestra flow is using the real properties for my version?,93a3e8b98c
What's the right way to write GCS upload and BigQuery load steps in Kestra without guessing the YAML fields?,93a3e8b98c
Is there a safer tool than a generic AI for generating Kestra plugin YAML?,93a3e8b98c
"Can Kestra plugin property names change between versions, and how do I check if my flow is valid?",93a3e8b98c
Why do we track token usage in Kestra workflows when using LLMs?,a4adc70f41
How does monitoring tokens help control costs in a scheduled or looping Kestra flow?,a4adc70f41
What can token counts tell me about whether my prompt is too long or inefficient?,a4adc70f41
How do token usage thresholds prevent a Kestra job from accidentally getting expensive?,a4adc70f41
Where in a Kestra AI task can I get the token usage data from the provider response?,a4adc70f41
"Why does Docker Desktop say ""mounts denied"" when I try to run Kestra, and how can I let it use the host folder?",dd8b4c9fda
What should I change in Docker Desktop if I get an error about /tmp not being shared from the host?,dd8b4c9fda
How do I add /tmp or /tmp/kestra-wd to Docker Desktop so the container can mount it?,dd8b4c9fda
"Is there a setting in Docker Desktop that blocks Kestra from accessing /tmp, and where do I turn it on?",dd8b4c9fda
"After fixing the shared path in Docker Desktop, do I need to restart anything before running docker compose again?",dd8b4c9fda
"Why does my Kestra flow keep giving a 404 NOT_FOUND for the Gemini model, and how do I fix it?",d51bbe2da0
"If the Gemini model in the course YAML is unavailable, what should I change it to?",d51bbe2da0
Do I need to update both the Kestra flow file and docker-compose.yml when Gemini returns model unavailable?,d51bbe2da0
Where can I check which Gemini model ids are currently available for my account?,d51bbe2da0
Should I assume the model is permanently shut down when I get a temporary Gemini 404 error in this workflow?,d51bbe2da0
"For the Module 3 Kestra homework, what exactly am I supposed to upload if I did everything in the Kestra UI instead of writing code locally?",f29f622684
"Do I need to put the actual Kestra flow YAML files in a public GitHub repo for the homework submission, or is a README enough?",f29f622684
"If my homework involved editing flows and a few scripts they call, should I include those scripts in the repo too?",f29f622684
Where should I place the Kestra homework files inside the repo before submitting the link?,f29f622684
"Are the homework answers like Q1 and Q2 supposed to go in the repo, or do I enter them somewhere else?",f29f622684
Why am I getting a JSONDecodeError: Expecting value when I try to generate ground-truth questions with an LLM?,a3c7e1b4f9
How do I make the model return clean JSON so json.loads doesn't fail on the response?,a3c7e1b4f9
Should I use response_format with the OpenAI chat completions API when I need the output to be JSON?,a3c7e1b4f9
What should I put in the prompt so the LLM returns only a JSON object and nothing else?,a3c7e1b4f9
Is there a Gemini or Groq equivalent for forcing JSON output from the model?,a3c7e1b4f9
Why does my Jupyter notebook kernel keep crashing when I try to embed the ground-truth set?,b8f2d6a30c
What can I do if loading the embedding model in the notebook runs out of memory on a small-RAM machine?,b8f2d6a30c
Is there a smaller embedding model I can use instead of the default one for this evaluation task?,b8f2d6a30c
How can I avoid the notebook memory issue by running embeddings in a separate Python script?,b8f2d6a30c
Can I fix the crash by using more RAM or processing the ground-truth data in batches?,b8f2d6a30c
Why am I still hitting Gemini limits even after adding `time.sleep(4)` in my loop?,c1e9f4b820
What can I use instead of free-tier Gemini if I need to generate the whole ground-truth dataset?,c1e9f4b820
"Is `gpt-4o-mini` a good option for embedding or generating a large evaluation set, and does it cost much?",c1e9f4b820
How do I avoid getting rate-limited when using a thread pool for API calls?,c1e9f4b820
"If my script gets stopped by a quota error, what’s the best way to continue without losing the partial results?",c1e9f4b820
"Why do the Module 4 lesson files go from 06 to 11, did some lessons get skipped?",57c8d3a1e4
Is anything missing in Module 4 between lesson 6 and lesson 11?,57c8d3a1e4
Why does Module 4 have two numbering groups like 01-06 and 11-15?,57c8d3a1e4
How should I read the lesson numbers in Module 4 when the filenames jump from 06 to 11?,57c8d3a1e4
What’s the reason `06-search-tuning.md` is followed by `11-evaluation-intro.md` in Module 4?,57c8d3a1e4
How can MRR go up while Hit Rate stays exactly the same for the same top-k results?,8a5ece0688
"If I move the first relevant item from rank 5 to rank 1, why does MRR change but Hit Rate not change for that query?",8a5ece0688
"Is it normal for Hit Rate and MRR to have the same final value, or does that usually mean there’s a bug in my eval code?",8a5ece0688
"What should I check in my evaluation loop if MRR and Hit Rate are equal, especially around the first relevant result and averaging?",8a5ece0688
"Can reranking or chunking improve MRR without affecting Hit Rate, and how can I confirm that the relevant docs actually moved higher?",8a5ece0688
How do I fix the WinError 126 fbgemm.dll missing error on Windows when importing torch?,15e931476c
"If I’m getting ""Error loading fbgemm.dll or one of its dependencies"" in Python on Windows, what should I install?",15e931476c
"Does this torch DLL issue on Windows need Visual Studio, or is Visual Studio Code enough?",15e931476c
"What’s the usual fix for the ""specified module could not be found"" error with torch on Windows 10/11?",15e931476c
I see a PyTorch fbgemm.dll dependency error in Windows—what are the two recommended solutions?,15e931476c
"Why am I getting a psycopg2 OperationalError about not being able to translate the host name postgres when I run prep.py, and what should I change in my setup?",4b65d5542d
"My script fails with ""could not translate host name 'postgres' to address"". Is there a setting in the .env file I need to update?",4b65d5542d
How do I fix the postgres host lookup error in prep.py on Module 5 Monitoring?,4b65d5542d
"When I run python prep.py, why does it say the postgres host is unknown, and what value should POSTGRES_HOST have?",4b65d5542d
I keep seeing an OperationalError from psycopg2 about postgres not being found. What’s the quickest way to solve it?,4b65d5542d
How can I make Pandas show the full text in a column instead of cutting it off with ...?,641aedbbf5
"In the offline-rag-evaluation notebook, how do I see the whole Explanation from the judge LLM in Pandas?",641aedbbf5
What Pandas setting do I need to change so a long text column is not truncated at 50 characters?,641aedbbf5
"Why does Pandas hide most of my column text, and how do I display the entire content?",641aedbbf5
Is there a way to set Pandas so a column can show unlimited text width?,641aedbbf5
How can I normalize each vector stored in a Pandas DataFrame column?,5039707c1a
What's a simple way to turn vectors in a Pandas Series into unit vectors?,5039707c1a
How do I apply vector normalization to every row in one DataFrame column?,5039707c1a
Is there a quick Pandas + NumPy trick for dividing each vector by its length?,5039707c1a
How do I create a new column with normalized vectors from an existing one?,5039707c1a
How do I get the 75th percentile of a column in a Pandas DataFrame?,b4c8ac5a0c
What's the Pandas way to calculate a quantile for a Series?,b4c8ac5a0c
How can I find the 0.75 quantile from a DataFrame column in Python?,b4c8ac5a0c
Is there a simple method to compute a column's percentile in Pandas?,b4c8ac5a0c
What code should I use to get the 75% percentile of df['col']?,b4c8ac5a0c
"How do I wipe out every Docker container from the terminal, even the ones still running?",66ccbb7da0
What’s the quickest command to delete all Docker images on my machine?,66ccbb7da0
How can I remove every Docker volume using terminal commands?,66ccbb7da0
"Is there a simple way to clean up all containers, images, and volumes in Docker at once?",66ccbb7da0
What terminal commands should I use to completely reset Docker storage and free everything up?,66ccbb7da0
How can I make Streamlit only let the user give +1 or -1 feedback one time per submission?,2e729f1271
Why does my `st.session.submitted` keep turning back to `True` after I press a feedback button?,2e729f1271
"After I click ask in Streamlit, how do I disable the feedback buttons until the next submission?",2e729f1271
What’s the fix for a Streamlit session state value getting reassigned even though a feedback button was already used?,2e729f1271
Is there a known solution for `st.session.submitted` being overwritten when handling feedback in Streamlit?,2e729f1271
How do I change RAGWithMetrics to work with Gemini or another Chat Completions provider?,01517c80df
Which parts of RAGWithMetrics do I need to edit if the model doesn’t use the OpenAI Responses API?,01517c80df
What should I return from llm() when the provider gives chat completion output instead of response output?,01517c80df
"How do I log prompt tokens, completion tokens, and total tokens for a provider like Gemini?",01517c80df
"Why is cost set to 0.0 in the example, and how do I use real pricing later?",01517c80df
Why does docker-compose say `streamlit` is not found in `$PATH` even though the app works locally?,e8df9f0d12
What should I check first if my Streamlit app fails only when I run it with docker-compose?,e8df9f0d12
Do I need a Dockerfile for a Streamlit app that I want to start with docker-compose?,e8df9f0d12
Where do I add `streamlit` in my docker-compose setup so the container can run it?,e8df9f0d12
"After changing my Docker setup for Streamlit, what command should I run to rebuild and start everything again?",e8df9f0d12
"Is the capstone supposed to be done solo, or can we submit it as a group?",0fab61eca2
Can I team up with other students on the capstone if each of us has our own repo?,0fab61eca2
"If two people build one shared system, does that count as two separate capstone projects?",0fab61eca2
Is it okay to discuss the capstone idea with classmates even though the final submission has to be separate?,0fab61eca2
What makes a project count as independent enough for the capstone requirement?,0fab61eca2
"Do I need to submit two separate capstone projects, or is there just one project with attempt 1 and attempt 2?",d5fc98925d
"If my first capstone submission doesn’t pass, can I fix it and send the same project again in the second window?",d5fc98925d
What does attempt #1 versus attempt #2 actually mean for the capstone submission timeline?,d5fc98925d
Can I skip the first submission deadline and still submit in the second attempt without losing my chance?,d5fc98925d
"If I submit a capstone but don’t review three peers, does it still count for certification?",d5fc98925d
"Does the competition itself count as the capstone project, or is it something separate?",e892d44e42
Can I use the competition as my capstone submission for the course?,e892d44e42
Is the capstone supposed to be done individually even if I join the competition with a team?,e892d44e42
"Are we allowed to participate in the math-kaggle-llm-competition in groups, and does that affect the capstone?",e892d44e42
"If I team up for the competition, do I still need to complete the capstone on my own?",e892d44e42
How will my capstone project be graded in this course?,9a2e2d2008
Who reviews the capstone projects after submission?,9a2e2d2008
"Will I also need to review other students' projects, or is it only the instructors?",9a2e2d2008
How is the final score for the capstone project calculated?,9a2e2d2008
What happens if I skip the required peer grading for the capstone?,9a2e2d2008
"When do we get the projects for review, and how are they assigned?",eae0fb50aa
How many projects will each participant have to grade in the capstone project?,eae0fb50aa
Will the review assignments come before or after the submission deadline?,eae0fb50aa
What format will the project assignments be shared in for grading?,eae0fb50aa
"Do we get the same number of projects to review, and who decides the assignments?",eae0fb50aa
"I already turned in my capstone project, so why am I still not seeing anything to review?",a8a7fef016
When do project reviews actually become available after the submission deadline?,a8a7fef016
"Can I pick which submitted projects I want to evaluate, or is it assigned somehow?",a8a7fef016
Why am I unable to start reviewing projects even though my own project is already submitted?,a8a7fef016
Is there a way to review projects before the review list gets released?,a8a7fef016
Where can I look for project ideas and datasets for the capstone?,e76a70cde3
Is there a page with suggestions for datasets I can use in the project?,e76a70cde3
I'm stuck on choosing a capstone topic — do you have a link with ideas?,e76a70cde3
"What resource should I check for project ideas, sample datasets, and guidelines?",e76a70cde3
Can you point me to the GitHub page that lists ideas and datasets for the project?,e76a70cde3
"Do I really need Airflow, Mage, or Kestra for the capstone, or is a simple Python script enough?",d4f7c08ea1
Can I use a Jupyter notebook for the ingestion part of the project and still get points?,d4f7c08ea1
How many points is a notebook worth compared with a script for the ingestion pipeline criterion?,d4f7c08ea1
"Should I add an orchestration tool just to satisfy the capstone requirements, or only if my project really needs it?",d4f7c08ea1
"When would it make sense to use an orchestrator in the capstone project, like for daily data updates?",d4f7c08ea1
How can I test a recommender-style RAG when I don't have clear ground-truth answers?,9b0e2d6a47
What’s a good way to create synthetic evaluation data for item search in a RAG project?,9b0e2d6a47
"If I want to measure retrieval quality for ranking results, which metrics should I use besides hit rate?",9b0e2d6a47
How do I use an LLM as a judge to score end-to-end RAG results in this kind of project?,9b0e2d6a47
"For recommendation/search tasks where several items could be valid, is NDCG better than hit rate, and why?",9b0e2d6a47
"For a huge PDF corpus, should I spend time finding the perfect chunking setup first, or just start with something simple and improve it later?",6f2a8b3d10
What chunk size and overlap do you usually recommend as a first baseline for long documents before doing any tuning?,6f2a8b3d10
"Is it worth asking an LLM to split documents into sections instead of using fixed-size chunks, and when does that help most?",6f2a8b3d10
"Should I add summaries to each chunk for retrieval, or is that overkill for a capstone search project?",6f2a8b3d10
"If my docs are long and structured like legal or financial files, do I need BM25 plus dense search, or is semantic search alone enough?",6f2a8b3d10
"What do you mean by reproducibility for the capstone project, and does a reviewer need my API keys to run it?",e5d8a2c761
How should I handle secrets in the repo if the project needs OpenAI or other hosted-service credentials?,e5d8a2c761
Do I need to include a script or notebook that rebuilds the search index from the raw dataset?,e5d8a2c761
"What should go in the .env.example file, and should the real .env be committed?",e5d8a2c761
Should I use a cheaper model and pin package versions so other people can run the project without issues?,e5d8a2c761
"Do I have to use Python for the homework and capstone, or can I build it in another language like JavaScript or Go?",ea815eb858
"If I decide to use a non-Python stack for the project, what kind of documentation should I include so it’s still easy to review?",ea815eb858
"Would it be okay to submit the final project in Rust or TypeScript instead of Python, or is Python expected by the reviewers?",ea815eb858
"How detailed does the README need to be if I use something other than Python, and should it cover Windows, macOS, and Linux setup?",ea815eb858
"For a project written in Go or another language, what setup and run commands should I show so the submission is reproducible?",ea815eb858
Where do I look for past LLM Zoomcamp capstone projects?,930286278d
Is there a page with old LLM Zoomcamp project submissions I can check out?,930286278d
Can I see examples of previous capstone projects from LLM Zoomcamp somewhere?,930286278d
Do you have links to the 2024 and 2025 LLM Zoomcamp projects?,930286278d
Where can I browse submitted LLM Zoomcamp repositories to get an idea of project scope?,930286278d
Do I need to reserve my capstone project idea before I start working on it?,897a350476
Should I announce my project topic somewhere before building it?,897a350476
"If someone else already did a similar capstone, can I still do the same kind of idea?",897a350476
Where can I ask for feedback on my project idea in the course?,897a350476
"Is it okay to use a project topic that was already done before, as long as I build it myself?",897a350476
Can I build my capstone as a Telegram or WhatsApp bot instead of a website?,7318a90b14
"Is it okay to use a CLI, Slack app, or notebook as the user interface for the project?",7318a90b14
"Do I have to make the capstone a web app, or can I choose any interface I want?",7318a90b14
Are there any strict rules for how the project should be delivered to users?,7318a90b14
"Will the course teach how to build the interface, or do I need to handle that myself?",7318a90b14
"What’s a good tool for pulling text out of PDFs for a RAG project, especially if the PDF is scanned?",d8b28c47a0
"Do we need to use a specific PDF extraction library in the capstone, or can we pick whatever works best?",d8b28c47a0
Which OCR option should I use for image-based PDFs that don’t have an actual text layer?,d8b28c47a0
Is there a simple way to convert PDFs into Markdown or structured JSON for RAG?,d8b28c47a0
What are some popular tools people use for extracting text from documents before chunking them for RAG?,d8b28c47a0
"Can I use the workshop content in my own capstone project, or is it just for learning?",d850a0e7ea
Is it okay to reuse the dlt workshop materials in other projects outside this course?,d850a0e7ea
Could I apply this workshop stuff in something like the MLOps Zoomcamp project?,d850a0e7ea
"Since dlt is open source, am I allowed to build on it for my own work?",d850a0e7ea
"If I have questions while using the workshop material in a project, can I ask about it?",d850a0e7ea
How do I create a new dlt project for loading data from cloud storage?,6bceeebf04
What command should I run to initialize a filesystem source with duckdb in dlt?,6bceeebf04
I'm starting a dlt ingestion project from cloud files — what's the setup command?,6bceeebf04
How can I bootstrap a dlt project when the source is a filesystem and the destination is duckdb?,6bceeebf04
What’s the first step to init a dlt project for cloud-based file loading?,6bceeebf04
"Why do I get `FileNotFoundError: Table notion_pages___homework does not exist` when I try `db.open_table(""notion_pages___homework"")`?",0407213397
"I replaced the table name in one place, but the pipeline still says the table doesn't exist. What am I missing?",0407213397
How come `db.create_table(...)` is suggested even though I already ran the pipeline for homework?,0407213397
What causes the `notion_pages___homework` table to not show up after running the dlt ingestion workflow?,0407213397
"If my notebook still refers to `employee_handbook`, where else should I change it so `homework` works?",0407213397
"Why am I getting FileNotFoundError: Table notion_pages___homework does not exist when I run main(), and what should I change?",e95bfafc0e
"In the dlt workshop, how do I fix the error about notion_pages___homework missing before db.create_table is called?",e95bfafc0e
Which table name should I use in line 3 if my script says the table does not exist?,e95bfafc0e
I keep seeing an error saying the notion_pages___homework table isn't there — is there a wrong table being opened in the code?,e95bfafc0e
How should I open the homework table in the Notion ingestion example so main() runs without that FileNotFoundError?,e95bfafc0e
How can I check what tables are currently in the database?,e394e6f738
Is there a quick way to see all table names in db?,e394e6f738
What method should I use to list the tables from the database?,e394e6f738
How do I find out which tables got created in the db?,e394e6f738
Can I get the full list of tables with db.table_names()?,e394e6f738
"Does dlt already support ClickHouse or StarRocks connectors, or is that still missing?",cd19f122f3
Can I use DLT to load data into ClickHouse or StarRocks right now?,cd19f122f3
Are there any built-in connectors in dlt for ClickHouse and StarRocks?,cd19f122f3
"If dlt doesn't connect to ClickHouse or StarRocks yet, can the community add them?",cd19f122f3
What’s the current status of DLT support for ClickHouse and StarRocks connectors?,cd19f122f3
"Why am I getting a 401 Unauthorized from the Notion API in the notebook, and how do I fix the access issue?",0dfba07ace
The notebook says it does not have secret access when calling api.notion.com/v1/search — what should I check first?,0dfba07ace
Could this Notion API auth error be caused by an expired token or wrong key?,0dfba07ace
What should I verify in my setup if the notebook can’t reach the Notion search endpoint because of authorization?,0dfba07ace
How do I troubleshoot a Notion API permission problem in the dlt workshop notebook?,0dfba07ace
"Why do I get a 401 Client Error when trying to use the key, and how can I tell if it's just an access issue?",4b30b918bc
How do I force pip to install requests v2.32.3 instead of the older v2.28 version?,4b30b918bc
Is there a way to install requests straight from the GitHub release zip for this workshop?,4b30b918bc
What command should I run if lancedb needs a newer requests version than what pip gives me by default?,4b30b918bc
"Could the 401 error mean my key is wrong, or is it more about not having access granted?",4b30b918bc
Why am I getting 401 Unauthorized from Logfire even though I’m using an EU token?,46efd1088d
"Does the current Logfire SDK still need a manual EU base URL, or should the token figure out the region by itself?",46efd1088d
What’s the right order for loading .env and calling logfire.configure() so my token is picked up?,46efd1088d
Could an old LOGFIRE_TOKEN already in my shell be overriding the value from my .env file?,46efd1088d
"How do I tell if I used a write token instead of a read token, and can that cause this auth error?",46efd1088d
